,date,count
0,1998-06-05 18:58:17,24
1,1998-06-05 18:58:18,133
2,1998-06-05 18:58:19,143
3,1998-06-05 18:58:20,150
4,1998-06-05 18:58:21,118
5,1998-06-05 18:58:22,110
6,1998-06-05 18:58:23,112
7,1998-06-05 18:58:24,111
8,1998-06-05 18:58:25,102
9,1998-06-05 18:58:26,92
10,1998-06-05 18:58:27,103
11,1998-06-05 18:58:28,97
12,1998-06-05 18:58:29,124
13,1998-06-05 18:58:30,97
14,1998-06-05 18:58:31,106
15,1998-06-05 18:58:32,111
16,1998-06-05 18:58:33,100
17,1998-06-05 18:58:34,128
18,1998-06-05 18:58:35,112
19,1998-06-05 18:58:36,127
20,1998-06-05 18:58:37,92
21,1998-06-05 18:58:38,100
22,1998-06-05 18:58:39,77
23,1998-06-05 18:58:40,95
24,1998-06-05 18:58:41,88
25,1998-06-05 18:58:42,97
26,1998-06-05 18:58:43,97
27,1998-06-05 18:58:44,117
28,1998-06-05 18:58:45,107
29,1998-06-05 18:58:46,83
30,1998-06-05 18:58:47,92
31,1998-06-05 18:58:48,95
32,1998-06-05 18:58:49,97
33,1998-06-05 18:58:50,121
34,1998-06-05 18:58:51,102
35,1998-06-05 18:58:52,117
36,1998-06-05 18:58:53,111
37,1998-06-05 18:58:54,85
38,1998-06-05 18:58:55,101
39,1998-06-05 18:58:56,98
40,1998-06-05 18:58:57,88
41,1998-06-05 18:58:58,80
42,1998-06-05 18:58:59,98
43,1998-06-05 18:59:00,108
44,1998-06-05 18:59:01,98
45,1998-06-05 18:59:02,98
46,1998-06-05 18:59:03,97
47,1998-06-05 18:59:04,97
48,1998-06-05 18:59:05,92
49,1998-06-05 18:59:06,112
50,1998-06-05 18:59:07,110
51,1998-06-05 18:59:08,127
52,1998-06-05 18:59:09,106
53,1998-06-05 18:59:10,98
54,1998-06-05 18:59:11,102
55,1998-06-05 18:59:12,97
56,1998-06-05 18:59:13,106
57,1998-06-05 18:59:14,118
58,1998-06-05 18:59:15,131
59,1998-06-05 18:59:16,95
60,1998-06-05 18:59:17,115
61,1998-06-05 18:59:18,102
62,1998-06-05 18:59:19,122
63,1998-06-05 18:59:20,129
64,1998-06-05 18:59:21,108
65,1998-06-05 18:59:22,121
66,1998-06-05 18:59:23,117
67,1998-06-05 18:59:24,100
68,1998-06-05 18:59:25,96
69,1998-06-05 18:59:26,80
70,1998-06-05 18:59:27,110
71,1998-06-05 18:59:28,124
72,1998-06-05 18:59:29,109
73,1998-06-05 18:59:30,106
74,1998-06-05 18:59:31,112
75,1998-06-05 18:59:32,130
76,1998-06-05 18:59:33,122
77,1998-06-05 18:59:34,132
78,1998-06-05 18:59:35,110
79,1998-06-05 18:59:36,112
80,1998-06-05 18:59:37,116
81,1998-06-05 18:59:38,106
82,1998-06-05 18:59:39,132
83,1998-06-05 18:59:40,109
84,1998-06-05 18:59:41,132
85,1998-06-05 18:59:42,117
86,1998-06-05 18:59:43,124
87,1998-06-05 18:59:44,98
88,1998-06-05 18:59:45,114
89,1998-06-05 18:59:46,116
90,1998-06-05 18:59:47,103
91,1998-06-05 18:59:48,120
92,1998-06-05 18:59:49,125
93,1998-06-05 18:59:50,126
94,1998-06-05 18:59:51,121
95,1998-06-05 18:59:52,124
96,1998-06-05 18:59:53,107
97,1998-06-05 18:59:54,131
98,1998-06-05 18:59:55,105
99,1998-06-05 18:59:56,106
100,1998-06-05 18:59:57,98
101,1998-06-05 18:59:58,114
102,1998-06-05 18:59:59,108
103,1998-06-05 19:00:00,117
104,1998-06-05 19:00:01,103
105,1998-06-05 19:00:02,112
106,1998-06-05 19:00:03,126
107,1998-06-05 19:00:04,96
108,1998-06-05 19:00:05,111
109,1998-06-05 19:00:06,110
110,1998-06-05 19:00:07,99
111,1998-06-05 19:00:08,93
112,1998-06-05 19:00:09,105
113,1998-06-05 19:00:10,90
114,1998-06-05 19:00:11,84
115,1998-06-05 19:00:12,109
116,1998-06-05 19:00:13,114
117,1998-06-05 19:00:14,118
118,1998-06-05 19:00:15,126
119,1998-06-05 19:00:16,140
120,1998-06-05 19:00:17,140
121,1998-06-05 19:00:18,118
122,1998-06-05 19:00:19,126
