,date,count
0,1998-06-04 18:36:51,8
1,1998-06-04 18:36:52,81
2,1998-06-04 18:36:53,135
3,1998-06-04 18:36:54,106
4,1998-06-04 18:36:55,110
5,1998-06-04 18:36:56,124
6,1998-06-04 18:36:57,149
7,1998-06-04 18:36:58,132
8,1998-06-04 18:36:59,136
9,1998-06-04 18:37:00,130
10,1998-06-04 18:37:01,115
11,1998-06-04 18:37:02,118
12,1998-06-04 18:37:03,122
13,1998-06-04 18:37:04,126
14,1998-06-04 18:37:05,111
15,1998-06-04 18:37:06,126
16,1998-06-04 18:37:07,152
17,1998-06-04 18:37:08,165
18,1998-06-04 18:37:09,154
19,1998-06-04 18:37:10,122
20,1998-06-04 18:37:11,142
21,1998-06-04 18:37:12,126
22,1998-06-04 18:37:13,128
23,1998-06-04 18:37:14,122
24,1998-06-04 18:37:15,101
25,1998-06-04 18:37:16,124
26,1998-06-04 18:37:17,133
27,1998-06-04 18:37:18,115
28,1998-06-04 18:37:19,127
29,1998-06-04 18:37:20,139
30,1998-06-04 18:37:21,147
31,1998-06-04 18:37:22,125
32,1998-06-04 18:37:23,135
33,1998-06-04 18:37:24,161
34,1998-06-04 18:37:25,135
35,1998-06-04 18:37:26,133
36,1998-06-04 18:37:27,139
37,1998-06-04 18:37:28,156
38,1998-06-04 18:37:29,134
39,1998-06-04 18:37:30,128
40,1998-06-04 18:37:31,143
41,1998-06-04 18:37:32,152
42,1998-06-04 18:37:33,131
43,1998-06-04 18:37:34,119
44,1998-06-04 18:37:35,151
45,1998-06-04 18:37:36,132
46,1998-06-04 18:37:37,108
47,1998-06-04 18:37:38,125
48,1998-06-04 18:37:39,117
49,1998-06-04 18:37:40,104
50,1998-06-04 18:37:41,145
51,1998-06-04 18:37:42,155
52,1998-06-04 18:37:43,130
53,1998-06-04 18:37:44,111
54,1998-06-04 18:37:45,138
55,1998-06-04 18:37:46,135
56,1998-06-04 18:37:47,126
57,1998-06-04 18:37:48,127
58,1998-06-04 18:37:49,127
59,1998-06-04 18:37:50,118
