,date,count
0,1998-06-02 22:00:01,11
1,1998-06-02 22:00:02,9
2,1998-06-02 22:00:03,9
3,1998-06-02 22:00:04,10
4,1998-06-02 22:00:05,13
5,1998-06-02 22:00:06,21
6,1998-06-02 22:00:07,12
7,1998-06-02 22:00:08,12
8,1998-06-02 22:00:09,10
9,1998-06-02 22:00:10,11
10,1998-06-02 22:00:11,16
11,1998-06-02 22:00:12,17
12,1998-06-02 22:00:13,18
13,1998-06-02 22:00:14,26
14,1998-06-02 22:00:15,17
15,1998-06-02 22:00:16,33
16,1998-06-02 22:00:17,29
17,1998-06-02 22:00:18,48
18,1998-06-02 22:00:19,73
19,1998-06-02 22:00:20,100
20,1998-06-02 22:00:21,138
21,1998-06-02 22:00:22,95
22,1998-06-02 22:00:23,93
23,1998-06-02 22:00:24,100
24,1998-06-02 22:00:25,104
25,1998-06-02 22:00:26,91
26,1998-06-02 22:00:27,96
27,1998-06-02 22:00:28,86
28,1998-06-02 22:00:29,108
29,1998-06-02 22:00:30,138
30,1998-06-02 22:00:31,111
31,1998-06-02 22:00:32,103
32,1998-06-02 22:00:33,115
33,1998-06-02 22:00:34,96
34,1998-06-02 22:00:35,72
35,1998-06-02 22:00:36,70
36,1998-06-02 22:00:37,80
37,1998-06-02 22:00:38,75
38,1998-06-02 22:00:39,82
39,1998-06-02 22:00:40,97
40,1998-06-02 22:00:41,104
41,1998-06-02 22:00:42,102
42,1998-06-02 22:00:43,99
43,1998-06-02 22:00:44,100
44,1998-06-02 22:00:45,78
45,1998-06-02 22:00:46,89
46,1998-06-02 22:00:47,100
47,1998-06-02 22:00:48,110
48,1998-06-02 22:00:49,116
49,1998-06-02 22:00:50,125
50,1998-06-02 22:00:51,117
51,1998-06-02 22:00:52,94
52,1998-06-02 22:00:53,94
53,1998-06-02 22:00:54,99
54,1998-06-02 22:00:55,81
55,1998-06-02 22:00:56,123
56,1998-06-02 22:00:57,113
57,1998-06-02 22:00:58,130
58,1998-06-02 22:00:59,101
59,1998-06-02 22:01:00,112
60,1998-06-02 22:01:01,107
61,1998-06-02 22:01:02,91
62,1998-06-02 22:01:03,64
63,1998-06-02 22:01:04,98
64,1998-06-02 22:01:05,101
65,1998-06-02 22:01:06,83
66,1998-06-02 22:01:07,117
67,1998-06-02 22:01:08,105
68,1998-06-02 22:01:09,94
69,1998-06-02 22:01:10,87
70,1998-06-02 22:01:11,85
71,1998-06-02 22:01:12,93
72,1998-06-02 22:01:13,112
73,1998-06-02 22:01:14,115
74,1998-06-02 22:01:15,105
75,1998-06-02 22:01:16,103
76,1998-06-02 22:01:17,96
77,1998-06-02 22:01:18,74
78,1998-06-02 22:01:19,92
79,1998-06-02 22:01:20,85
80,1998-06-02 22:01:21,95
81,1998-06-02 22:01:22,88
82,1998-06-02 22:01:23,98
83,1998-06-02 22:01:24,101
84,1998-06-02 22:01:25,118
85,1998-06-02 22:01:26,75
86,1998-06-02 22:01:27,109
87,1998-06-02 22:01:28,74
88,1998-06-02 22:01:29,79
89,1998-06-02 22:01:30,111
90,1998-06-02 22:01:31,87
91,1998-06-02 22:01:32,90
92,1998-06-02 22:01:33,91
93,1998-06-02 22:01:34,104
94,1998-06-02 22:01:35,95
95,1998-06-02 22:01:36,87
96,1998-06-02 22:01:37,77
97,1998-06-02 22:01:38,94
98,1998-06-02 22:01:39,96
99,1998-06-02 22:01:40,94
100,1998-06-02 22:01:41,96
101,1998-06-02 22:01:42,108
102,1998-06-02 22:01:43,115
103,1998-06-02 22:01:44,96
104,1998-06-02 22:01:45,76
105,1998-06-02 22:01:46,82
106,1998-06-02 22:01:47,85
107,1998-06-02 22:01:48,76
108,1998-06-02 22:01:49,78
109,1998-06-02 22:01:50,78
110,1998-06-02 22:01:51,74
111,1998-06-02 22:01:52,91
112,1998-06-02 22:01:53,116
113,1998-06-02 22:01:54,79
114,1998-06-02 22:01:55,106
115,1998-06-02 22:01:56,102
116,1998-06-02 22:01:57,81
117,1998-06-02 22:01:58,111
118,1998-06-02 22:01:59,90
119,1998-06-02 22:02:00,105
120,1998-06-02 22:02:01,98
121,1998-06-02 22:02:02,106
122,1998-06-02 22:02:03,88
123,1998-06-02 22:02:04,87
124,1998-06-02 22:02:05,84
125,1998-06-02 22:02:06,91
126,1998-06-02 22:02:07,87
127,1998-06-02 22:02:08,88
128,1998-06-02 22:02:09,95
129,1998-06-02 22:02:10,80
130,1998-06-02 22:02:11,69
131,1998-06-02 22:02:12,82
132,1998-06-02 22:02:13,97
133,1998-06-02 22:02:14,83
134,1998-06-02 22:02:15,97
135,1998-06-02 22:02:16,84
136,1998-06-02 22:02:17,79
137,1998-06-02 22:02:18,75
138,1998-06-02 22:02:19,81
139,1998-06-02 22:02:20,74
140,1998-06-02 22:02:21,84
141,1998-06-02 22:02:22,79
142,1998-06-02 22:02:23,77
143,1998-06-02 22:02:24,84
144,1998-06-02 22:02:25,89
145,1998-06-02 22:02:26,57
146,1998-06-02 22:02:27,79
147,1998-06-02 22:02:28,60
148,1998-06-02 22:02:29,75
149,1998-06-02 22:02:30,81
150,1998-06-02 22:02:31,86
151,1998-06-02 22:02:32,83
152,1998-06-02 22:02:33,77
153,1998-06-02 22:02:34,83
154,1998-06-02 22:02:35,82
155,1998-06-02 22:02:36,81
156,1998-06-02 22:02:37,77
157,1998-06-02 22:02:38,98
158,1998-06-02 22:02:39,84
159,1998-06-02 22:02:40,76
160,1998-06-02 22:02:41,94
161,1998-06-02 22:02:42,107
162,1998-06-02 22:02:43,84
163,1998-06-02 22:02:44,88
164,1998-06-02 22:02:45,100
165,1998-06-02 22:02:46,114
166,1998-06-02 22:02:47,78
167,1998-06-02 22:02:48,117
168,1998-06-02 22:02:49,84
169,1998-06-02 22:02:50,92
170,1998-06-02 22:02:51,90
171,1998-06-02 22:02:52,93
172,1998-06-02 22:02:53,86
173,1998-06-02 22:02:54,81
174,1998-06-02 22:02:55,83
175,1998-06-02 22:02:56,73
176,1998-06-02 22:02:57,83
177,1998-06-02 22:02:58,84
178,1998-06-02 22:02:59,94
179,1998-06-02 22:03:00,85
180,1998-06-02 22:03:01,102
181,1998-06-02 22:03:02,91
182,1998-06-02 22:03:03,85
183,1998-06-02 22:03:04,80
184,1998-06-02 22:03:05,82
185,1998-06-02 22:03:06,102
186,1998-06-02 22:03:07,83
187,1998-06-02 22:03:08,80
188,1998-06-02 22:03:09,89
189,1998-06-02 22:03:10,72
190,1998-06-02 22:03:11,89
191,1998-06-02 22:03:12,81
192,1998-06-02 22:03:13,59
193,1998-06-02 22:03:14,80
194,1998-06-02 22:03:15,75
195,1998-06-02 22:03:16,90
196,1998-06-02 22:03:17,94
197,1998-06-02 22:03:18,77
198,1998-06-02 22:03:19,69
199,1998-06-02 22:03:20,82
200,1998-06-02 22:03:21,88
201,1998-06-02 22:03:22,80
202,1998-06-02 22:03:23,88
203,1998-06-02 22:03:24,82
204,1998-06-02 22:03:25,103
205,1998-06-02 22:03:26,100
206,1998-06-02 22:03:27,109
207,1998-06-02 22:03:28,89
208,1998-06-02 22:03:29,82
209,1998-06-02 22:03:30,91
210,1998-06-02 22:03:31,98
211,1998-06-02 22:03:32,98
212,1998-06-02 22:03:33,119
213,1998-06-02 22:03:34,97
214,1998-06-02 22:03:35,107
215,1998-06-02 22:03:36,104
216,1998-06-02 22:03:37,109
217,1998-06-02 22:03:38,92
218,1998-06-02 22:03:39,88
219,1998-06-02 22:03:40,102
220,1998-06-02 22:03:41,90
221,1998-06-02 22:03:42,100
222,1998-06-02 22:03:43,97
223,1998-06-02 22:03:44,108
224,1998-06-02 22:03:45,102
225,1998-06-02 22:03:46,117
226,1998-06-02 22:03:47,90
227,1998-06-02 22:03:48,97
228,1998-06-02 22:03:49,99
229,1998-06-02 22:03:50,103
230,1998-06-02 22:03:51,105
231,1998-06-02 22:03:52,99
232,1998-06-02 22:03:53,100
233,1998-06-02 22:03:54,85
234,1998-06-02 22:03:55,95
235,1998-06-02 22:03:56,60
236,1998-06-02 22:03:57,78
237,1998-06-02 22:03:58,67
238,1998-06-02 22:03:59,64
239,1998-06-02 22:04:00,82
240,1998-06-02 22:04:01,92
241,1998-06-02 22:04:02,91
242,1998-06-02 22:04:03,78
243,1998-06-02 22:04:04,96
244,1998-06-02 22:04:05,83
245,1998-06-02 22:04:06,54
246,1998-06-02 22:04:07,86
247,1998-06-02 22:04:08,85
248,1998-06-02 22:04:09,77
249,1998-06-02 22:04:10,86
250,1998-06-02 22:04:11,75
251,1998-06-02 22:04:12,88
252,1998-06-02 22:04:13,109
253,1998-06-02 22:04:14,89
254,1998-06-02 22:04:15,102
255,1998-06-02 22:04:16,100
256,1998-06-02 22:04:17,79
257,1998-06-02 22:04:18,96
258,1998-06-02 22:04:19,81
259,1998-06-02 22:04:20,69
260,1998-06-02 22:04:21,67
261,1998-06-02 22:04:22,74
262,1998-06-02 22:04:23,66
263,1998-06-02 22:04:24,94
264,1998-06-02 22:04:25,79
265,1998-06-02 22:04:26,94
266,1998-06-02 22:04:27,91
267,1998-06-02 22:04:28,90
268,1998-06-02 22:04:29,80
269,1998-06-02 22:04:30,99
270,1998-06-02 22:04:31,75
271,1998-06-02 22:04:32,87
272,1998-06-02 22:04:33,87
273,1998-06-02 22:04:34,81
274,1998-06-02 22:04:35,80
275,1998-06-02 22:04:36,66
276,1998-06-02 22:04:37,77
277,1998-06-02 22:04:38,75
278,1998-06-02 22:04:39,72
279,1998-06-02 22:04:40,102
280,1998-06-02 22:04:41,86
281,1998-06-02 22:04:42,79
