,date,count
0,1998-06-03 19:23:05,36
1,1998-06-03 19:23:06,85
2,1998-06-03 19:23:07,94
3,1998-06-03 19:23:08,89
4,1998-06-03 19:23:09,100
5,1998-06-03 19:23:10,105
6,1998-06-03 19:23:11,121
7,1998-06-03 19:23:12,110
8,1998-06-03 19:23:13,80
9,1998-06-03 19:23:14,77
10,1998-06-03 19:23:15,93
11,1998-06-03 19:23:16,75
12,1998-06-03 19:23:17,85
13,1998-06-03 19:23:18,91
14,1998-06-03 19:23:19,99
15,1998-06-03 19:23:20,103
16,1998-06-03 19:23:21,88
17,1998-06-03 19:23:22,93
18,1998-06-03 19:23:23,86
19,1998-06-03 19:23:24,108
20,1998-06-03 19:23:25,98
21,1998-06-03 19:23:26,88
22,1998-06-03 19:23:27,81
23,1998-06-03 19:23:28,89
24,1998-06-03 19:23:29,86
25,1998-06-03 19:23:30,98
26,1998-06-03 19:23:31,113
27,1998-06-03 19:23:32,81
28,1998-06-03 19:23:33,73
29,1998-06-03 19:23:34,74
30,1998-06-03 19:23:35,99
31,1998-06-03 19:23:36,88
32,1998-06-03 19:23:37,76
33,1998-06-03 19:23:38,73
34,1998-06-03 19:23:39,85
35,1998-06-03 19:23:40,91
36,1998-06-03 19:23:41,99
37,1998-06-03 19:23:42,90
38,1998-06-03 19:23:43,76
39,1998-06-03 19:23:44,88
40,1998-06-03 19:23:45,91
41,1998-06-03 19:23:46,84
42,1998-06-03 19:23:47,96
43,1998-06-03 19:23:48,83
44,1998-06-03 19:23:49,99
45,1998-06-03 19:23:50,92
46,1998-06-03 19:23:51,99
47,1998-06-03 19:23:52,92
48,1998-06-03 19:23:53,88
49,1998-06-03 19:23:54,87
50,1998-06-03 19:23:55,68
51,1998-06-03 19:23:56,86
52,1998-06-03 19:23:57,84
53,1998-06-03 19:23:58,80
54,1998-06-03 19:23:59,99
55,1998-06-03 19:24:00,88
56,1998-06-03 19:24:01,104
57,1998-06-03 19:24:02,81
58,1998-06-03 19:24:03,77
59,1998-06-03 19:24:04,78
60,1998-06-03 19:24:05,109
61,1998-06-03 19:24:06,101
62,1998-06-03 19:24:07,72
63,1998-06-03 19:24:08,68
64,1998-06-03 19:24:09,84
65,1998-06-03 19:24:10,89
66,1998-06-03 19:24:11,92
67,1998-06-03 19:24:12,92
68,1998-06-03 19:24:13,87
69,1998-06-03 19:24:14,83
70,1998-06-03 19:24:15,78
71,1998-06-03 19:24:16,88
72,1998-06-03 19:24:17,88
73,1998-06-03 19:24:18,106
74,1998-06-03 19:24:19,120
75,1998-06-03 19:24:20,114
76,1998-06-03 19:24:21,95
77,1998-06-03 19:24:22,110
78,1998-06-03 19:24:23,119
79,1998-06-03 19:24:24,91
