,date,count
0,1998-06-04 22:00:01,10
1,1998-06-04 22:00:02,6
2,1998-06-04 22:00:03,10
3,1998-06-04 22:00:04,12
4,1998-06-04 22:00:05,23
5,1998-06-04 22:00:06,7
6,1998-06-04 22:00:07,12
7,1998-06-04 22:00:08,7
8,1998-06-04 22:00:09,11
9,1998-06-04 22:00:10,8
10,1998-06-04 22:00:11,9
11,1998-06-04 22:00:12,15
12,1998-06-04 22:00:13,28
13,1998-06-04 22:00:14,23
14,1998-06-04 22:00:15,24
15,1998-06-04 22:00:16,30
16,1998-06-04 22:00:17,33
17,1998-06-04 22:00:18,64
18,1998-06-04 22:00:19,103
19,1998-06-04 22:00:20,131
20,1998-06-04 22:00:21,99
21,1998-06-04 22:00:22,98
22,1998-06-04 22:00:23,106
23,1998-06-04 22:00:24,109
24,1998-06-04 22:00:25,108
25,1998-06-04 22:00:26,119
26,1998-06-04 22:00:27,148
27,1998-06-04 22:00:28,132
28,1998-06-04 22:00:29,121
29,1998-06-04 22:00:30,126
30,1998-06-04 22:00:31,108
31,1998-06-04 22:00:32,106
32,1998-06-04 22:00:33,97
33,1998-06-04 22:00:34,97
34,1998-06-04 22:00:35,92
35,1998-06-04 22:00:36,107
36,1998-06-04 22:00:37,142
37,1998-06-04 22:00:38,107
38,1998-06-04 22:00:39,95
39,1998-06-04 22:00:40,101
40,1998-06-04 22:00:41,119
41,1998-06-04 22:00:42,104
42,1998-06-04 22:00:43,114
43,1998-06-04 22:00:44,134
44,1998-06-04 22:00:45,123
45,1998-06-04 22:00:46,112
46,1998-06-04 22:00:47,104
47,1998-06-04 22:00:48,118
48,1998-06-04 22:00:49,135
49,1998-06-04 22:00:50,95
50,1998-06-04 22:00:51,103
51,1998-06-04 22:00:52,99
52,1998-06-04 22:00:53,97
53,1998-06-04 22:00:54,94
54,1998-06-04 22:00:55,107
55,1998-06-04 22:00:56,102
56,1998-06-04 22:00:57,92
57,1998-06-04 22:00:58,115
58,1998-06-04 22:00:59,130
59,1998-06-04 22:01:00,120
60,1998-06-04 22:01:01,97
61,1998-06-04 22:01:02,113
62,1998-06-04 22:01:03,94
63,1998-06-04 22:01:04,116
64,1998-06-04 22:01:05,83
65,1998-06-04 22:01:06,95
66,1998-06-04 22:01:07,71
67,1998-06-04 22:01:08,102
68,1998-06-04 22:01:09,111
69,1998-06-04 22:01:10,119
70,1998-06-04 22:01:11,104
71,1998-06-04 22:01:12,94
72,1998-06-04 22:01:13,87
73,1998-06-04 22:01:14,103
74,1998-06-04 22:01:15,113
75,1998-06-04 22:01:16,100
76,1998-06-04 22:01:17,103
77,1998-06-04 22:01:18,113
78,1998-06-04 22:01:19,124
79,1998-06-04 22:01:20,122
80,1998-06-04 22:01:21,102
81,1998-06-04 22:01:22,96
82,1998-06-04 22:01:23,96
83,1998-06-04 22:01:24,109
84,1998-06-04 22:01:25,98
85,1998-06-04 22:01:26,96
86,1998-06-04 22:01:27,106
87,1998-06-04 22:01:28,98
88,1998-06-04 22:01:29,102
89,1998-06-04 22:01:30,105
90,1998-06-04 22:01:31,100
91,1998-06-04 22:01:32,102
92,1998-06-04 22:01:33,100
93,1998-06-04 22:01:34,110
94,1998-06-04 22:01:35,116
95,1998-06-04 22:01:36,119
96,1998-06-04 22:01:37,100
97,1998-06-04 22:01:38,107
98,1998-06-04 22:01:39,114
99,1998-06-04 22:01:40,92
100,1998-06-04 22:01:41,102
101,1998-06-04 22:01:42,90
102,1998-06-04 22:01:43,91
103,1998-06-04 22:01:44,110
104,1998-06-04 22:01:45,99
105,1998-06-04 22:01:46,91
106,1998-06-04 22:01:47,84
107,1998-06-04 22:01:48,91
108,1998-06-04 22:01:49,88
109,1998-06-04 22:01:50,91
110,1998-06-04 22:01:51,97
111,1998-06-04 22:01:52,96
112,1998-06-04 22:01:53,104
113,1998-06-04 22:01:54,110
114,1998-06-04 22:01:55,102
115,1998-06-04 22:01:56,88
116,1998-06-04 22:01:57,102
117,1998-06-04 22:01:58,93
118,1998-06-04 22:01:59,88
119,1998-06-04 22:02:00,99
120,1998-06-04 22:02:01,107
121,1998-06-04 22:02:02,90
122,1998-06-04 22:02:03,74
123,1998-06-04 22:02:04,91
124,1998-06-04 22:02:05,71
125,1998-06-04 22:02:06,87
126,1998-06-04 22:02:07,94
127,1998-06-04 22:02:08,96
128,1998-06-04 22:02:09,94
129,1998-06-04 22:02:10,103
130,1998-06-04 22:02:11,96
131,1998-06-04 22:02:12,98
132,1998-06-04 22:02:13,88
133,1998-06-04 22:02:14,76
134,1998-06-04 22:02:15,65
135,1998-06-04 22:02:16,104
136,1998-06-04 22:02:17,76
137,1998-06-04 22:02:18,74
138,1998-06-04 22:02:19,94
139,1998-06-04 22:02:20,91
140,1998-06-04 22:02:21,63
141,1998-06-04 22:02:22,72
142,1998-06-04 22:02:23,90
143,1998-06-04 22:02:24,65
144,1998-06-04 22:02:25,68
145,1998-06-04 22:02:26,72
146,1998-06-04 22:02:27,86
147,1998-06-04 22:02:28,77
148,1998-06-04 22:02:29,94
149,1998-06-04 22:02:30,81
150,1998-06-04 22:02:31,93
151,1998-06-04 22:02:32,83
152,1998-06-04 22:02:33,82
153,1998-06-04 22:02:34,82
154,1998-06-04 22:02:35,82
155,1998-06-04 22:02:36,100
156,1998-06-04 22:02:37,96
157,1998-06-04 22:02:38,77
158,1998-06-04 22:02:39,99
159,1998-06-04 22:02:40,87
160,1998-06-04 22:02:41,87
161,1998-06-04 22:02:42,101
162,1998-06-04 22:02:43,81
163,1998-06-04 22:02:44,98
164,1998-06-04 22:02:45,81
165,1998-06-04 22:02:46,83
166,1998-06-04 22:02:47,78
167,1998-06-04 22:02:48,78
168,1998-06-04 22:02:49,71
169,1998-06-04 22:02:50,72
170,1998-06-04 22:02:51,72
171,1998-06-04 22:02:52,76
172,1998-06-04 22:02:53,89
173,1998-06-04 22:02:54,85
174,1998-06-04 22:02:55,83
175,1998-06-04 22:02:56,107
176,1998-06-04 22:02:57,101
177,1998-06-04 22:02:58,85
178,1998-06-04 22:02:59,109
179,1998-06-04 22:03:00,103
180,1998-06-04 22:03:01,112
181,1998-06-04 22:03:02,91
182,1998-06-04 22:03:03,83
183,1998-06-04 22:03:04,97
184,1998-06-04 22:03:05,78
185,1998-06-04 22:03:06,95
186,1998-06-04 22:03:07,95
187,1998-06-04 22:03:08,81
188,1998-06-04 22:03:09,79
189,1998-06-04 22:03:10,71
190,1998-06-04 22:03:11,91
191,1998-06-04 22:03:12,110
192,1998-06-04 22:03:13,73
193,1998-06-04 22:03:14,87
194,1998-06-04 22:03:15,83
195,1998-06-04 22:03:16,91
196,1998-06-04 22:03:17,93
197,1998-06-04 22:03:18,77
198,1998-06-04 22:03:19,82
199,1998-06-04 22:03:20,83
200,1998-06-04 22:03:21,91
201,1998-06-04 22:03:22,70
202,1998-06-04 22:03:23,113
203,1998-06-04 22:03:24,105
204,1998-06-04 22:03:25,103
205,1998-06-04 22:03:26,85
206,1998-06-04 22:03:27,87
207,1998-06-04 22:03:28,89
208,1998-06-04 22:03:29,76
209,1998-06-04 22:03:30,81
210,1998-06-04 22:03:31,91
211,1998-06-04 22:03:32,88
212,1998-06-04 22:03:33,84
213,1998-06-04 22:03:34,77
214,1998-06-04 22:03:35,85
215,1998-06-04 22:03:36,70
216,1998-06-04 22:03:37,85
217,1998-06-04 22:03:38,90
218,1998-06-04 22:03:39,79
219,1998-06-04 22:03:40,90
220,1998-06-04 22:03:41,94
221,1998-06-04 22:03:42,88
222,1998-06-04 22:03:43,90
223,1998-06-04 22:03:44,103
224,1998-06-04 22:03:45,74
225,1998-06-04 22:03:46,68
226,1998-06-04 22:03:47,84
227,1998-06-04 22:03:48,84
228,1998-06-04 22:03:49,82
229,1998-06-04 22:03:50,77
230,1998-06-04 22:03:51,91
231,1998-06-04 22:03:52,86
232,1998-06-04 22:03:53,103
233,1998-06-04 22:03:54,87
234,1998-06-04 22:03:55,85
235,1998-06-04 22:03:56,74
